Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,69.169998,69.459999,64.870003,67.519997,57.433674,77671100
2015-02-01,67.360001,71.290001,66.980003,70.820000,60.556839,51754600
2015-03-01,70.820000,71.559998,66.879997,69.339996,59.291332,66453100
2015-04-01,69.339996,70.440002,66.779999,67.279999,57.529854,54188000
2015-05-01,67.279999,69.279999,66.739998,66.790001,57.429642,54645000
2015-06-01,66.709999,67.570000,64.830002,65.410004,56.243042,71702200
2015-07-01,65.589996,69.230003,65.550003,68.019997,58.487247,64249000
2015-08-01,67.660004,69.300003,50.840000,62.810001,54.311840,76452400
2015-09-01,61.619999,64.129997,60.910000,63.459999,54.873882,96105300
2015-10-01,63.580002,69.440002,63.060001,66.349998,57.372864,72118800
2015-11-01,66.769997,68.110001,64.510002,65.680000,57.117176,63486700
2015-12-01,65.769997,68.489998,64.989998,66.620003,57.934628,68985500
2016-01-01,65.400002,67.650002,61.400002,67.529999,58.725986,91296100
2016-02-01,66.930000,68.389999,64.000000,65.639999,57.431847,71113700
2016-03-01,66.059998,71.250000,65.930000,70.650002,61.815357,70433200
2016-04-01,70.209999,71.790001,68.239998,70.919998,62.051609,70905000
2016-05-01,71.470001,72.720001,69.529999,70.410004,61.942497,64598400
2016-06-01,70.410004,73.199997,69.709999,73.199997,64.396965,66417000
2016-07-01,73.199997,75.330002,72.629997,74.430000,65.479027,64386900
2016-08-01,74.440002,75.379997,73.889999,74.339996,65.743752,50128700
2016-09-01,74.379997,75.349998,70.860001,74.139999,65.566872,70865300
2016-10-01,73.930000,74.070000,70.250000,71.360001,63.108337,61456700
2016-11-01,71.459999,71.730003,65.230003,65.230003,58.002686,81730200
2016-12-01,65.230003,67.300003,64.459999,65.440002,58.189411,68323800
2017-01-01,65.559998,68.500000,63.430000,64.580002,57.424690,88478100
2017-02-01,64.500000,75.089996,64.430000,72.980003,65.269119,109429700
2017-03-01,73.050003,74.440002,72.580002,73.190002,65.456917,79175600
2017-04-01,73.099998,74.879997,70.169998,72.040001,64.428413,65033600
