Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,94.930000,99.000000,92.940002,93.779999,76.417084,112245900
2015-02-01,93.860001,100.760002,93.599998,98.980003,80.654335,101093700
2015-03-01,98.980003,99.300003,92.239998,95.620003,77.916443,111295500
2015-04-01,95.160004,97.639999,93.260002,95.120003,78.028412,95859000
2015-05-01,95.160004,98.440002,94.760002,96.430000,79.102997,77534900
2015-06-01,96.589996,96.589996,92.540001,93.339996,76.568253,91637600
2015-07-01,93.800003,97.489998,93.550003,96.349998,79.620140,107155600
2015-08-01,96.190002,100.610001,76.480003,92.930000,76.793976,112929000
2015-09-01,91.120003,94.400002,90.430000,94.300003,77.926102,103747800
2015-10-01,94.199997,103.440002,92.529999,102.190002,85.101151,111126300
2015-11-01,102.139999,102.580002,97.650002,100.160004,83.410629,76117100
2015-12-01,100.110001,101.699997,96.809998,99.919998,83.210777,92375600
2016-01-01,98.559998,99.849998,93.250000,99.300003,83.273712,112024600
2016-02-01,98.529999,100.699997,96.089996,97.820000,82.032593,97366600
2016-03-01,98.500000,103.449997,97.540001,102.480003,85.940514,104782000
2016-04-01,101.970001,105.769997,100.419998,102.959999,86.959976,101317000
2016-05-01,102.739998,106.940002,100.000000,101.169998,85.448128,93222400
2016-06-01,100.559998,106.000000,100.300003,105.940002,89.476852,97386900
2016-07-01,106.230003,110.940002,105.379997,108.919998,92.683594,92254100
2016-08-01,108.720001,109.360001,106.260002,106.750000,90.837090,67339600
2016-09-01,106.459999,109.709999,104.050003,108.769997,93.210640,90670300
2016-10-01,108.769997,108.830002,105.000000,107.199997,91.865227,87403100
2016-11-01,107.139999,108.930000,100.099998,100.099998,85.780861,106251000
2016-12-01,99.889999,106.529999,98.500000,104.629997,90.326157,85980900
2017-01-01,104.940002,105.629997,101.059998,103.779999,89.592369,83320700
2017-02-01,103.610001,110.599998,102.980003,110.379997,95.290108,81771500
2017-03-01,109.599998,112.760002,108.470001,111.860001,96.567772,93121500
2017-04-01,111.949997,114.610001,111.339996,113.279999,98.465340,68474400
2017-05-01,112.930000,118.120003,111.699997,116.870003,101.585869,72360700
2017-06-01,116.800003,118.239998,114.889999,115.489998,101.075829,74528800
2017-07-01,115.550003,118.059998,112.250000,116.610001,102.056023,70464600
2017-08-01,116.690002,119.389999,114.910004,115.730003,101.285858,66929100
2017-09-01,115.379997,117.290001,110.339996,111.430000,98.204994,79755600
2017-10-01,109.910004,113.629997,106.190002,110.230003,97.147423,85595300
2017-11-01,109.760002,117.379997,109.150002,116.519997,102.690880,69167500
2017-12-01,116.500000,120.570000,115.040001,119.919998,106.420586,70079200
2018-01-01,119.930000,122.510002,116.379997,120.300003,106.757797,88470600
2018-02-01,119.919998,121.010002,107.940002,109.730003,97.377678,97278600
2018-03-01,109.209999,113.900002,105.940002,109.150002,96.862946,97486500
2018-04-01,108.620003,111.180000,100.580002,100.940002,90.239174,98237200
2018-05-01,100.360001,102.239998,95.940002,100.250000,89.622322,127114600
2018-06-01,100.540001,109.589996,99.650002,108.870003,98.223633,112788100
2018-07-01,108.699997,116.900002,107.519997,115.000000,103.754181,147328900
2018-08-01,114.419998,118.440002,110.889999,112.010002,101.056580,97858900
2018-09-01,111.820000,115.519997,110.449997,111.800003,100.867104,75015800
2018-10-01,112.150002,114.230003,104.529999,112.379997,102.229042,119829000
2018-11-01,112.000000,122.000000,109.629997,121.940002,110.925529,90370600
2018-12-01,120.480003,120.910004,105.029999,110.480003,100.500656,115113900
2019-01-01,109.150002,112.900002,106.730003,112.669998,103.306671,115732500
2019-02-01,112.949997,117.300003,111.449997,115.639999,106.029854,96885600
2019-03-01,115.860001,123.190002,114.260002,122.550003,113.276772,125322600
2019-04-01,122.589996,128.389999,120.739998,128.050003,118.360580,86628800
2019-05-01,127.849998,130.899994,124.849998,128.000000,118.314384,88149400
