Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,267.899994,322.250000,264.149994,308.200012,293.914001,72587858
2015-02-01,308.049988,310.950012,261.000000,282.000000,268.928467,52539621
2015-03-01,280.399994,297.399994,251.399994,263.850006,252.264420,46230902
2015-04-01,262.000000,263.299988,220.600006,235.649994,225.302673,53126730
2015-05-01,235.649994,250.600006,208.399994,238.149994,227.692871,41094363
2015-06-01,235.000000,248.000000,214.500000,244.100006,234.461639,30105839
2015-07-01,245.250000,272.750000,228.399994,238.000000,228.602493,44686438
2015-08-01,236.000000,241.600006,201.000000,223.649994,214.819092,27075912
2015-09-01,223.800003,241.399994,202.000000,230.050003,220.966400,20447062
2015-10-01,230.649994,283.100006,227.449997,265.500000,255.016602,45527653
2015-11-01,266.600006,309.250000,262.350006,307.000000,294.878021,49310851
2015-12-01,309.799988,309.799988,267.500000,289.799988,278.357117,33770886
2016-01-01,290.000000,296.000000,263.350006,292.250000,280.710449,31526494
2016-02-01,293.500000,302.750000,256.000000,268.149994,257.562042,25501508
2016-03-01,268.850006,326.350006,266.600006,322.799988,311.135437,36677383
2016-04-01,323.000000,340.850006,310.100006,319.799988,309.881378,31592464
2016-05-01,316.000000,325.399994,277.500000,284.649994,275.821594,52592742
2016-06-01,288.000000,311.799988,279.100006,309.500000,299.900879,31126982
2016-07-01,312.649994,317.899994,285.799988,291.750000,282.701385,47411308
2016-08-01,293.399994,332.950012,292.600006,326.049988,315.937561,31585836
2016-09-01,327.000000,368.600006,310.000000,365.850006,354.503174,47921584
2016-10-01,369.799988,420.000000,365.899994,405.000000,392.438904,43108020
2016-11-01,411.600006,411.700012,338.000000,374.100006,362.497284,36336506
2016-12-01,373.500000,387.399994,346.399994,360.500000,350.411957,25415140
2017-01-01,357.200012,405.000000,355.399994,386.200012,375.392761,28329545
2017-02-01,385.600006,443.350006,381.500000,428.700012,416.703400,24953339
2017-03-01,428.700012,445.649994,414.000000,430.799988,418.744659,22650155
2017-04-01,430.799988,518.549988,430.600006,496.000000,483.541168,31933747
2017-05-01,496.000000,549.000000,490.600006,538.299988,524.778687,24101968
2017-06-01,537.000000,564.549988,524.500000,549.200012,535.404907,21593906
2017-07-01,551.799988,586.400024,543.150024,582.099976,567.478516,17266703
2017-08-01,585.650024,614.450012,527.650024,603.700012,588.535828,27636682
2017-09-01,605.500000,666.299988,605.500000,657.049988,640.545837,22743224
2017-10-01,657.049988,732.400024,648.200012,723.299988,705.131714,19281629
2017-11-01,728.000000,748.400024,680.500000,716.299988,698.307556,25252836
2017-12-01,724.099976,792.099976,711.000000,770.700012,753.469055,17856213
2018-01-01,773.849976,794.450012,683.500000,696.799988,681.221252,23766226
2018-02-01,696.000000,696.799988,599.799988,680.950012,665.725708,17297510
2018-03-01,678.000000,686.849976,545.400024,619.299988,605.453979,14794205
2018-04-01,621.000000,689.950012,620.000000,667.400024,653.755310,21676905
2018-05-01,667.400024,674.599976,536.799988,587.349976,575.341797,37163209
2018-06-01,590.900024,604.950012,547.849976,552.849976,541.547119,19228708
