Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,105.050003,106.500000,100.089996,100.139999,82.894341,195025900
2015-02-01,100.489998,103.330002,97.150002,102.510002,84.856201,191367400
2015-03-01,102.510002,103.410004,98.220001,100.599998,83.858063,177464600
2015-04-01,100.459999,102.139999,98.040001,99.199997,82.691048,171578200
2015-05-01,99.620003,104.480003,98.660004,100.139999,83.474609,143779800
2015-06-01,100.279999,100.839996,97.010002,97.459999,81.833038,170023700
2015-07-01,98.300003,101.360001,96.639999,100.209999,84.142097,151835800
2015-08-01,100.000000,101.000000,81.790001,93.980003,78.911026,194654400
2015-09-01,92.290001,96.190002,89.900002,93.349998,78.981667,202039800
2015-10-01,93.430000,102.120003,91.760002,101.029999,85.479568,191690900
2015-11-01,101.180000,103.000000,99.739998,101.239998,85.657234,126172600
2015-12-01,101.730003,105.489998,100.309998,102.720001,87.550117,162039600
2016-01-01,101.709999,104.750000,94.279999,104.440002,89.016113,211278000
2016-02-01,103.610001,106.919998,99.779999,105.209999,89.672394,201552000
2016-03-01,105.900002,109.559998,105.440002,108.199997,92.889153,172970400
2016-04-01,108.000000,114.190002,107.690002,112.080002,96.220108,158186600
2016-05-01,112.220001,115.000000,111.699997,112.690002,96.743790,141096900
2016-06-01,112.690002,121.410004,112.070000,121.300003,104.878937,167571400
2016-07-01,121.300003,126.070000,120.790001,125.230003,108.276901,131996000
2016-08-01,125.309998,125.900002,118.330002,119.339996,103.184265,138570700
2016-09-01,119.190002,119.970001,117.040001,118.129997,102.819443,130378400
2016-10-01,118.000000,120.199997,112.989998,115.989998,100.956802,140054500
2016-11-01,114.760002,122.500000,111.300003,111.300003,96.874657,171310900
2016-12-01,111.360001,117.300003,109.320000,115.209999,100.970848,138044800
2017-01-01,115.779999,117.000000,110.760002,113.250000,99.253090,143312500
2017-02-01,112.480003,122.879997,112.470001,122.209999,107.105690,133814500
2017-03-01,122.489998,129.000000,122.389999,124.550003,109.878777,166544900
2017-04-01,124.730003,125.809998,120.949997,123.470001,108.926003,106205200
2017-05-01,123.400002,128.800003,122.339996,128.250000,113.142944,112541500
2017-06-01,128.320007,137.000000,128.119995,132.289993,117.480988,145558900
2017-07-01,132.789993,137.080002,129.570007,132.720001,117.862862,107885800
2017-08-01,133.169998,134.970001,130.899994,132.369995,117.552040,107061100
2017-09-01,132.600006,135.789993,129.050003,130.009995,116.190659,116205400
2017-10-01,130.160004,144.350006,130.020004,139.410004,124.591530,123841100
2017-11-01,139.830002,141.869995,136.600006,139.330002,124.520004,93742200
2017-12-01,139.570007,143.800003,138.600006,139.720001,125.633224,114023200
2018-01-01,139.660004,148.320007,138.100006,138.190002,124.257477,170954200
2018-02-01,137.529999,140.669998,122.150002,129.880005,116.785301,177033700
2018-03-01,129.110001,135.699997,124.900002,128.149994,115.967575,151837800
2018-04-01,127.820000,132.880005,123.540001,126.489998,114.465385,144094200
2018-05-01,126.320000,127.610001,118.620003,119.620003,108.248489,139533300
2018-06-01,120.379997,124.849998,119.970001,121.339996,110.619331,138683200
2018-07-01,121.339996,132.639999,120.110001,132.520004,120.811569,145735900
2018-08-01,132.389999,137.429993,128.929993,134.690002,122.789833,123996800
2018-09-01,134.690002,143.130005,133.440002,138.169998,126.801826,122168800
2018-10-01,138.259995,141.429993,132.229996,139.990005,128.472092,167964600
2018-11-01,140.070007,148.750000,139.000000,146.899994,134.813522,152746600
2018-12-01,145.570007,148.990005,121.000000,129.050003,119.186371,289169400
2019-01-01,128.130005,135.190002,125.000000,133.080002,122.908348,174392900
2019-02-01,134.020004,137.949997,131.259995,136.639999,126.196243,119453700
2019-03-01,137.220001,140.000000,135.740005,139.789993,129.961746,137354500
2019-04-01,139.990005,141.449997,134.419998,141.199997,131.272598,124329800
2019-05-01,140.949997,142.350006,128.520004,131.149994,121.929184,159034100
2019-06-01,131.500000,144.979996,131.039993,139.279999,130.373627,150883000
2019-07-01,140.199997,142.470001,127.839996,130.220001,121.892952,159847900
2019-08-01,130.259995,134.100006,126.629997,128.360001,120.151886,176400700
2019-09-01,127.989998,132.779999,126.339996,129.380005,122.014160,122925900
2019-10-01,130.020004,137.490005,126.099998,132.039993,124.522705,206654300
2019-11-01,132.050003,138.630005,129.679993,137.490005,129.662460,127753600
2019-12-01,137.720001,147.839996,136.160004,145.869995,138.518448,127761600
2020-01-01,145.869995,151.190002,141.380005,148.869995,141.367249,150462900
2020-02-01,149.419998,154.500000,130.820007,134.479996,127.702469,147288300
2020-03-01,134.779999,143.639999,109.160004,131.130005,125.315338,355927400
2020-04-01,127.699997,157.000000,125.500000,150.039993,143.386810,234380900
2020-05-01,149.619995,153.619995,143.009995,148.750000,142.154022,136206100
2020-06-01,147.289993,150.029999,137.020004,140.630005,135.325729,174066600
2020-07-01,140.690002,151.669998,140.059998,145.759995,140.262222,137880400
2020-08-01,146.389999,154.399994,145.820007,153.410004,147.623657,109956200
2020-09-01,153.869995,155.470001,142.960007,148.880005,144.218063,138799800
2020-10-01,149.309998,153.139999,133.649994,137.110001,132.816620,137284700
2020-11-01,138.979996,151.300003,137.490005,144.679993,140.149582,153635100
2020-12-01,146.289993,157.660004,145.860001,157.380005,153.511246,158925000
2021-01-01,157.240005,173.649994,154.130005,163.130005,159.119888,184488700
2021-02-01,165.309998,167.940002,157.970001,158.460007,154.564697,147681200
2021-03-01,161.449997,167.029999,151.470001,164.350006,161.309570,175073000
2021-04-01,162.600006,167.789993,156.529999,162.729996,159.719528,162648500
2021-05-01,163.600006,172.740005,163.119995,169.250000,166.118912,133901100
2021-06-01,170.149994,170.199997,161.789993,164.740005,162.701141,145670800
2021-07-01,164.740005,173.380005,164.630005,172.199997,170.068802,133724800
2021-08-01,172.470001,179.919998,171.300003,173.130005,170.987305,114782400
2021-09-01,172.899994,175.220001,161.410004,161.500000,160.449051,132025500
2021-10-01,161.529999,166.029999,157.339996,162.880005,161.820068,136320700
2021-11-01,163.160004,167.619995,155.850006,155.929993,154.915283,164248900
2021-12-01,156.880005,173.509995,156.250000,167.929993,167.929993,145275100
2021-12-22,167.059998,168.169998,166.119995,167.929993,167.929993,4106126
