Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,72.699997,74.400002,68.980003,70.129997,70.129997,44937400
2015-02-01,70.440002,80.300003,69.040001,79.099998,79.099998,36078200
2015-03-01,79.139999,79.989998,72.120003,73.940002,73.940002,62751300
2015-04-01,73.610001,77.290001,72.779999,76.059998,76.059998,43561100
2015-05-01,76.290001,80.739998,73.959999,79.089996,79.089996,41858000
2015-06-01,79.500000,84.360001,76.949997,81.010002,81.010002,69707100
2015-07-01,81.570000,82.820000,78.940002,81.989998,81.989998,64725600
2015-08-01,82.180000,87.250000,71.330002,78.570000,78.570000,66487100
2015-09-01,77.070000,85.989998,75.540001,82.220001,82.220001,87621600
2015-10-01,82.419998,89.699997,79.019997,88.660004,88.660004,85481100
2015-11-01,89.029999,92.660004,88.000000,91.459999,91.459999,38706000
2015-12-01,92.010002,96.419998,88.510002,93.940002,93.940002,62890100
2016-01-01,91.769997,92.849998,82.699997,89.129997,89.129997,64430000
2016-02-01,88.160004,90.239998,71.269997,85.150002,85.150002,94742000
2016-03-01,85.919998,98.000000,83.169998,93.800003,93.800003,92260100
2016-04-01,93.330002,97.690002,92.220001,94.220001,94.220001,51711500
2016-05-01,94.290001,100.559998,92.550003,99.470001,99.470001,41951100
2016-06-01,99.239998,100.400002,90.349998,95.790001,95.790001,70861700
2016-07-01,95.040001,98.889999,94.059998,97.860001,97.860001,38601400
2016-08-01,97.750000,102.750000,95.419998,102.309998,102.309998,37652700
2016-09-01,102.230003,109.760002,97.870003,108.540001,108.540001,65681300
2016-10-01,108.410004,111.089996,106.529999,107.510002,107.510002,35130100
2016-11-01,107.790001,109.160004,101.660004,102.809998,102.809998,57237800
2016-12-01,102.820000,107.800003,98.000000,102.949997,102.949997,61818500
2017-01-01,103.430000,114.570000,102.809998,113.379997,113.379997,49108400
2017-02-01,113.309998,120.169998,112.269997,118.339996,118.339996,38522300
2017-03-01,119.239998,130.690002,118.379997,130.130005,130.130005,61396600
2017-04-01,129.589996,134.250000,128.210007,133.740005,133.740005,38277400
2017-05-01,134.300003,143.479996,130.820007,141.860001,141.860001,49212200
2017-06-01,141.639999,147.449997,131.199997,141.440002,141.440002,75838300
2017-07-01,141.729996,150.399994,138.309998,146.490005,146.490005,35499400
2017-08-01,147.479996,155.360001,144.179993,155.160004,155.160004,34444400
2017-09-01,155.759995,157.889999,143.949997,149.179993,149.179993,55085000
2017-10-01,149.789993,177.580002,146.600006,175.160004,175.160004,73794000
2017-11-01,176.589996,186.270004,174.699997,181.470001,181.470001,43738500
2017-12-01,179.509995,182.000000,165.679993,175.240005,175.240005,64957400
2018-01-01,175.850006,204.449997,175.259995,199.759995,199.759995,55307100
2018-02-01,199.119995,213.440002,179.339996,209.130005,209.130005,51744400
2018-03-01,210.320007,231.339996,201.759995,216.080002,216.080002,80346400
2018-04-01,214.809998,233.169998,207.220001,221.600006,221.600006,56221000
2018-05-01,220.770004,251.520004,218.740005,249.279999,249.279999,50387700
2018-06-01,250.550003,258.910004,235.869995,243.809998,243.809998,77869600
2018-07-01,241.050003,263.829987,239.600006,244.679993,244.679993,53726000
2018-08-01,245.000000,269.959991,243.710007,263.510010,263.510010,54731400
2018-09-01,263.670013,277.609985,254.539993,269.950012,269.950012,60666000
2018-10-01,271.760010,277.029999,231.699997,245.759995,245.759995,106809200
2018-11-01,245.690002,254.130005,207.020004,250.889999,250.889999,81375200
2018-12-01,260.709991,260.720001,204.949997,226.240005,226.240005,96434700
2019-01-01,219.910004,250.679993,215.149994,247.820007,247.820007,68179500
2019-02-01,247.820007,266.239990,246.100006,262.500000,262.500000,51021600
2019-03-01,265.750000,269.799988,249.100006,266.489990,266.489990,71777300
2019-04-01,269.850006,291.709991,263.720001,289.250000,289.250000,46806300
2019-05-01,291.000000,291.000000,267.220001,270.899994,270.899994,49495900
2019-06-01,270.510010,304.000000,257.459991,294.649994,294.649994,67824600
2019-07-01,299.549988,313.109985,295.109985,298.859985,298.859985,42485400
2019-08-01,299.149994,304.989990,276.779999,284.510010,284.510010,50861900
2019-09-01,284.250000,289.589996,267.730011,276.250000,276.250000,65687900
2019-10-01,278.989990,281.510010,259.570007,277.929993,277.929993,60801100
2019-11-01,279.140015,310.000000,276.049988,309.529999,309.529999,44658300
2019-12-01,309.220001,332.880005,297.320007,329.809998,329.809998,51088000
2020-01-01,330.000000,356.820007,328.190002,351.140015,351.140015,44249000
2020-02-01,353.410004,386.750000,324.000000,345.119995,345.119995,56911700
2020-03-01,349.809998,364.950012,255.130005,318.239990,318.239990,126565500
2020-04-01,307.000000,356.230011,289.709991,353.640015,353.640015,73060300
2020-05-01,347.239990,391.269989,340.000000,386.600006,386.600006,55496700
2020-06-01,387.079987,446.149994,382.000000,435.309998,435.309998,70630600
2020-07-01,434.799988,470.609985,416.290009,444.320007,444.320007,54648000
2020-08-01,449.839996,533.700012,431.589996,513.390015,513.390015,54518500
2020-09-01,515.000000,536.880005,452.519989,490.429993,490.429993,84762100
2020-10-01,497.429993,519.599976,442.510010,447.100006,447.100006,48077600
2020-11-01,451.000000,502.529999,438.940002,478.470001,478.470001,53547100
2020-12-01,482.010010,506.920013,468.820007,500.119995,500.119995,54979100
2021-01-01,500.299988,500.790009,453.339996,458.769989,458.769989,57398700
2021-02-01,462.279999,506.510010,450.119995,459.670013,459.670013,44481400
2021-03-01,465.679993,482.410004,420.779999,475.369995,475.369995,75495000
2021-04-01,483.119995,525.440002,480.500000,508.339996,508.339996,40867600
2021-05-01,510.970001,511.739990,468.500000,504.579987,504.579987,39879500
2021-06-01,504.540009,592.239990,487.339996,585.640015,585.640015,52698300
2021-07-01,583.330017,631.640015,581.349976,621.630005,621.630005,33921000
2021-08-01,625.869995,667.900024,612.929993,663.700012,663.700012,28721200
2021-09-01,664.510010,673.880005,573.239990,575.719971,575.719971,52671900
2021-10-01,577.520020,659.190002,552.140015,650.359985,650.359985,44397600
2021-11-01,651.049988,699.539978,634.780029,669.849976,669.849976,43332100
2021-12-01,676.000000,678.780029,538.049988,563.979980,563.979980,72282000
2021-12-22,560.299988,564.919983,552.239990,563.979980,563.979980,4526208
